"StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","RelevantID_First Click","RelevantID_Last Click","RelevantID_Page Submit","RelevantID_Click Count","Q1_consent","MetaDataQ_Browser","MetaDataQ_Version","MetaDataQ_Operating System","MetaDataQ_Resolution","Q2_lang-DE","Q3_lang_EN","Q4_gender","Q5_age","Q6_residence","Q7_household-size","Q8_household-income","Q9_drivers-license","Q11_car-purch-intent","Q12_EV-experience","Q12_EV-experience_8_TEXT","Q13_car-ownership","Q14_EV-use","Q14_EV-use_8_TEXT","Q15_mobility-usage","Q15_mobility-usage_9_TEXT","Q16_PT-subscr","Q16_PT-subscr_7_TEXT","Q18_PT-spend","Q19_PT-spend-t","Q21_car-spend","Q22_car-spend-t","Q24_EV-range-commute","Q25_EV-range-all","Q27_mob-subscr-inter","Q28_mob-subscr-WTP","Q30_mob-subscr1-PI","Q32_mob-subscr2-PI","Q34_mob-subscr3-PI","Q36_mob-subscr4-PI","Q38_mob-subscr5-PI","Q39_mob-subscr-rank_1","Q39_mob-subscr-rank_2","Q39_mob-subscr-rank_3","Q39_mob-subscr-rank_4","Q39_mob-subscr-rank_5","Q39_mob-subscr-rank_0","Q40_EV-adv","Q40_EV-adv_8_TEXT","Q41_EV-disadv","Q41_EV-disadv_9_TEXT","Q42_end-of-survey","opp","rid","V","gid","sname","enc","isNew","Q_TotalDuration","test","version","test2","gc","term","Q42_end-of-survey - Topics","Q12_EV-experience_12_TEXT - Topics","Q14_EV-use_13_TEXT - Topics","Q41_EV-disadv_18_TEXT - Topics","Q40_EV-adv_12_TEXT - Topics","EV adv. others - Topics","Q16_PT-subscr_10_TEXT - Topics","Q13_12_TEXT - Topics"
"2019-05-21 19:36:05","2019-05-21 19:39:12","0","100","187","1","2019-05-21 19:39:13","R_2rJaLvDmN6jCHsl",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","9.577","0","1",NA,NA,NA,NA,"1",NA,NA,"49","25","2","5","1","1","6","-99","1","6","-99","1","-99","6","-99","111","1",NA,"1","10","11","3","4","3","3","3","3","3","1","3","5","4","2","6","5","-99","2","-99","-99","Qual2380-2904Switz","5ce436ff-2644-d623-426e-75e5477e8451","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","187",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 19:55:04","2019-05-21 19:56:40","0","100","96","1","2019-05-21 19:56:41","R_11bTDC58RVVfeIi",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.87","0","1",NA,NA,NA,NA,"0",NA,NA,"20","4","5","5","1","1","1","-99","3","6","-99","1","-99","2","-99","5","1",NA,"1","3","4","3","5","4","2","2","3","2","1","3","2","4","5","6","2","-99","1","-99","Ja","Qual2380-2904Switz","5ce43b71-684f-8c25-ef34-e97e63a5eec1","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","96",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-21 19:54:03","2019-05-21 20:03:49","0","100","585","1","2019-05-21 20:03:50","R_7PcX9Fu6QO8gJc5",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","4.088","4.088","5.258","1","1",NA,NA,NA,NA,"1",NA,NA,"29","25","4","9","1","1","2,6","-99","4","0","-99","4,8","-99","1","-99","4","1",NA,"1","2","6","3","2","1","1","1","1","1","3","4","2","5","6","1","1,4,7","-99","1,4,6","-99","-99","Qual2380-2904Switz","5ce43b34-9ecd-8a89-3731-f5e4bbdf3daf","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","585",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 19:46:08","2019-05-21 20:05:53","0","100","1184","1","2019-05-21 20:05:53","R_1f47YYGP1RnzND0",NA,NA,NA,NA,"46.51849365234375","6.52679443359375","anonymous","DE","0","0","2.347","0","1",NA,NA,NA,NA,"0",NA,NA,"37","23","1","2","1","1","4","-99","1","4","-99","2,4,6,8","-99","1","-99","3","1",NA,"2","2","2","3","1","4","4","3","4","4","5","4","3","2","1","6","5,6,7","-99","2,4,5","-99","-99","Qual2380-2904Switz","5ce43953-f318-7c74-2917-5fb5acb78738","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","1184",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 20:12:10","2019-05-21 20:15:36","0","100","206","1","2019-05-21 20:15:37","R_1diX6HB7fxLHlIQ",NA,NA,NA,NA,"46.1945953369140625","6.14849853515625","anonymous","DE","32.639","32.639","33.594","1","1",NA,NA,NA,NA,"0",NA,NA,"34","6","4","8","1","1","5","-99","3","3","-99","1,4,5","-99","1,3","-99","9","1",NA,"1","3","2","4","5","5","2","4","4","5","2","1","6","4","3","5","2","-99","3,6","-99","Montag","Qual2380-2904Switz","5ce43f74-43cd-2cc7-b763-678b48a8deeb","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","206",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-21 20:23:38","2019-05-21 20:34:34","0","100","655","1","2019-05-21 20:34:34","R_1MSQoFi4zcB37vt",NA,NA,NA,NA,"46.541900634765625","6.83990478515625","anonymous","DE","0","0","3.462","0","1",NA,NA,NA,NA,"0",NA,NA,"26","23","2","4","1","1","0","-99","1","0","-99","1,3,4,8","-99","6","-99","111","1",NA,"1","-1","-1","5","7","5","5","5","3","5","2","4","1","5","3","6","5,6,7","-99","4,5,6","-99","-99","Qual2380-2904Switz","5ce44225-717e-a2d8-7995-421a82e12d0d","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","655",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 20:30:54","2019-05-21 20:35:38","0","100","283","1","2019-05-21 20:35:39","R_3qs2BnSnI8SmchE",NA,NA,NA,NA,"47.64630126953125","8.9152069091796875","anonymous","DE","0","0","7.787","0","1",NA,NA,NA,NA,"0",NA,NA,"38","25","1","5","1","1","2,3","-99","1","3,7","-99","2,6","-99","2,3","-99","2","2",NA,"2","1","6","4","7","4","3","4","2","5","1","2","3","4","5","6","3","-99","3,6","-99","-99","Qual2380-2904Switz","5ce443d8-0b27-f7e0-98d3-96e2fab22339","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","283",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 20:25:51","2019-05-21 20:36:37","0","100","645","1","2019-05-21 20:36:38","R_V1LT0bR703IIc6Z",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","48.833","0","1",NA,NA,NA,NA,"1",NA,NA,"23","6","1","3","1","1","7","-99","0","7","-99","2,4,8","-99","6","-99","111","1",NA,"2","1","11","4","4","4","4","5","3","4","2","5","1","3","4","6","2,4,6","-99","1,3,4","-99","-99","Qual2380-2904Switz","5ce442a8-1cba-3340-01c0-9b5b47695052","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","645",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 21:03:06","2019-05-21 21:12:09","0","100","543","1","2019-05-21 21:12:10","R_3O1dCFuFdyRxpWZ",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","5.344","0","1",NA,NA,NA,NA,"1",NA,NA,"37","25","4","4","1","1","1,6","-99","1","0","-99","2,4","-99","3","-99","8","1",NA,"2","8","10","3","1","4","2","4","3","3","1","4","2","3","5","6","3,5,7","-99","1,2,8","-99","-99","Qual2380-2904Switz","5ce44b64-424d-aa7e-770a-dea24f32f01a","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","543",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 20:56:26","2019-05-21 21:12:35","0","100","968","1","2019-05-21 21:12:36","R_2B8uPlaROaQA4gN",NA,NA,NA,NA,"47.49200439453125","8.2541046142578125","anonymous","DE","0","0","7.635","0","1",NA,NA,NA,NA,"0",NA,NA,"30","1","5","5","1","1","6","-99","1","6","-99","2,4,8","-99","1","-99","1","2",NA,"2","2","4","3","4","2","2","2","2","3","5","4","3","2","1","6","2,4","-99","2,6","-99","Es war sehr interessant Studie .","Qual2380-2904Switz","5ce449d3-9fbb-3c9e-c95c-b131497cfa71","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","968",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-21 21:26:32","2019-05-21 21:29:11","0","100","159","1","2019-05-21 21:29:12","R_2fCMbMHAui7TvzY",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","2.167","3.802","4.566","2","1",NA,NA,NA,NA,"0",NA,NA,"29","25","4","5","1","1","2,4,6,7","-99","5","3,7","-99","5,6","-99","2,8,3","-99","12","1",NA,"2","10","1","2","5","4","2","3","2","-1","2","6","1","4","5","3","2,4","-99","2,3","-99","Hallllllllo","Qual2380-2904Switz","5ce450e0-a151-5462-d3ae-bed9434fc962","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","159",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-21 21:20:18","2019-05-21 21:31:26","0","100","668","1","2019-05-21 21:31:26","R_WDVcDmOfZnFaErn",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","3.872","0","1",NA,NA,NA,NA,"1",NA,NA,"51","25","1","3","1","1","4","-99","1","0","-99","2,4","-99","1,4","-99","111","1",NA,"1","-1","-1","3","2","1","1","1","1","1","2","4","5","6","3","1","2","-99","7,9","Lösung der Entsorgung","-99","Qual2380-2904Switz","5ce44f6a-9d45-597c-74ae-0e915e04c7e8","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","668",NA,NA,NA,"1",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA
"2019-05-21 21:26:53","2019-05-21 21:37:41","0","100","648","1","2019-05-21 21:37:41","R_3Egucym2RocBs4A",NA,NA,NA,NA,"47.522705078125","7.6450958251953125","anonymous","DE","0","0","4.751","0","1",NA,NA,NA,NA,"1",NA,NA,"32","4","3","5","1","1","1,3,6,7","-99","2","3,6","-99","1,2,3,4,8","-99","1","-99","4","2",NA,"2","3","6","5","5","3","3","5","4","4","3","5","1","4","2","6","4,6,7","-99","1,3,6","-99","-99","Qual2380-2904Switz","5ce450f8-ed4b-9aee-1ed5-5876a674529e","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","648",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 21:46:23","2019-05-21 21:57:20","0","100","657","1","2019-05-21 21:57:21","R_3I4ZTZHOJ0dcBW4",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","15.055","0","1",NA,NA,NA,NA,"1",NA,NA,"45","25","4","4","1","1","1","-99","2","8","Benzin/Diesel","1,2,4","-99","1","-99","4","1",NA,"2","1","2","4","4","3","3","4","3","3","1","5","2","3","4","6","3,6,7","-99","1,3,6","-99","-99","Qual2380-2904Switz","5ce45588-0159-36d6-b7f8-0c9822ceeaf5","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","657",NA,NA,NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-21 22:33:31","2019-05-21 22:36:49","0","100","197","1","2019-05-21 22:36:49","R_2P6jhBfNSKhg5My",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","2.768","0","1",NA,NA,NA,NA,"1",NA,NA,"1980","24","3","4","1","1","5","-99","1","0","-99","2","-99","8","-99","2","1",NA,"1","2","5","4","4","3","3","5","2","1","2","5","1","4","6","3","4,7","-99","1","-99","Gut","Qual2380-2904Switz","5ce46096-906e-478c-3ca8-d5110c18e6d8","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","197",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-21 22:42:36","2019-05-21 22:47:30","0","100","294","1","2019-05-21 22:47:31","R_3qWZTV45G99mzkM",NA,NA,NA,NA,"47.050506591796875","8.306396484375","anonymous","DE","0","0","1.819","0","1",NA,NA,NA,NA,"1",NA,NA,"22","1","3","4","1","1","3,4","-99","1","4","-99","8","-99","4","-99","4","1",NA,"1","3","-1","4","3","4","4","5","4","4","1","5","3","4","2","6","2,7","-99","1,2,8","-99","-99","Qual2380-2904Switz","5ce462b5-5a31-53c4-af1f-29fddcc632b9","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","294",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-21 22:58:35","2019-05-21 23:16:20","0","100","1064","1","2019-05-21 23:16:21","R_2tzEvHaoWJk24n5",NA,NA,NA,NA,"46.1945953369140625","6.14849853515625","anonymous","DE","0","0","865.553","0","1",NA,NA,NA,NA,"1",NA,NA,"24","8","2","-1","1","1","5","-99","2","5","-99","1","-99","7","-99","7","1",NA,"1","2","4","4","7","4","4","4","3","4","2","4","1","6","5","3","5","-99","3","-99","danke","Qual2380-2904Switz","5ce46676-0b47-2172-e47d-2fc89175a289","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","1064",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-21 23:15:49","2019-05-21 23:21:13","0","100","324","1","2019-05-21 23:21:14","R_3DbvbkcKwgF4nUN",NA,NA,NA,NA,"46.558197021484375","6.631500244140625","anonymous","DE","0","0","3.117","0","1",NA,NA,NA,NA,"1",NA,NA,"46","13","2","3","1","1","0","-99","2","0","-99","1","-99","0","-99","2","1",NA,"2","7","7","3","7","5","3","3","3","3","6","5","2","3","4","1","2,4,5","-99","1,4,5","-99","-99","Qual2380-2904Switz","5ce46a79-148b-025f-a4ef-ef3c17915fe8","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","324",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-22 01:07:20","2019-05-22 01:13:11","0","100","350","1","2019-05-22 01:13:12","R_2us1SC88AF4pH85",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","6.037","0","1",NA,NA,NA,NA,"0",NA,NA,"31","25","2","4","1","1","2,6,7","-99","1","8","Benzin Triebwerk","1,3,4,8","-99","1","-99","2","1",NA,"1","3","5","4","3","4","4","4","3","3","2","4","5","1","3","6","1,6,7","-99","1,3,6","-99","-99","Qual2380-2904Switz","5ce484a1-e3e7-634d-0815-ce3a8e558fa9","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","350",NA,NA,NA,"1",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-22 06:00:18","2019-05-22 06:03:52","0","100","213","1","2019-05-22 06:03:52","R_3ErLBkqED5XNVTV",NA,NA,NA,NA,"46.5189056396484375","6.6360015869140625","anonymous","DE","0","0","2.029","0","1",NA,NA,NA,NA,"1",NA,NA,"38","23","4","-2","1","1","1","-99","1","3","-99","3","-99","4","-99","1","1",NA,"1","-1","-1","3","15","3","3","3","4","1","1","2","3","4","5","6","4","-99","4","-99","sais pas","Qual2380-2904Switz","5ce4c94d-8332-227c-dc92-43676dbbf335","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","213",NA,NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-22 07:24:12","2019-05-22 07:58:45","0","100","2072","1","2019-05-22 07:58:45","R_3hFLN91fk35oXPA",NA,NA,NA,NA,"46.5399017333984375","6.588104248046875","anonymous","DE","0","0","3.737","0","1",NA,NA,NA,NA,"1",NA,NA,"40","23","4","5","1","1","8","-99","4","8","-99","2","-99","0","-99","1","2",NA,"1","3","11","-1","1","-1","-1","-1","-1","-1","4","5","3","2","6","1","1,3,4","-99","3,4,7","-99","-99","Qual2380-2904Switz","5ce4dcf5-c4a8-b3ea-cb5e-1260b78f5b7e","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","2072",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-22 08:37:00","2019-05-22 08:41:25","0","100","264","1","2019-05-22 08:41:25","R_3KwYvakOXqQjG6t",NA,NA,NA,NA,"47.4116058349609375","9.0402069091796875","anonymous","DE","0","0","25.462","0","1",NA,NA,NA,NA,"1",NA,NA,"61","19","2","2","1","1","3","-99","1","8","Benziner","6","-99","1","-99","5","1",NA,"1","3","3","4","2","4","4","4","4","4","1","2","3","4","5","6","1","-99","1,2","-99","War eine sehr gute Umfrage","Qual2380-2904Switz","5ce4ee06-109b-734f-519c-cba620a55621","H",NA,NA,"$e[ ( e://Field/gid % 1019 ) * 47 ]","True","264",NA,NA,NA,"1",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-23 10:19:52","2019-05-23 10:22:47","0","100","174","1","2019-05-23 10:22:48","R_1jIgpibtHXbUSbq",NA,NA,NA,NA,"53.33380126953125","-6.2487945556640625","anonymous","DE","0","0","1.115","0","1",NA,NA,NA,NA,"1",NA,NA,"44","6","6","2","1","1","4","-99","3","1","-99","3","-99","4","-99","3","1",NA,"1","4","3","4","7","2","5","5","5","5","1","2","4","3","5","6","3","-99","2","-99","sdfghj","Qual2380-2904Switz",NA,"H","test3","test","0","False","174","yes",NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-23 10:25:24","2019-05-23 10:28:07","0","100","163","1","2019-05-23 10:28:08","R_3LXNPq7J3ODHEba",NA,NA,NA,NA,"53.33380126953125","-6.2487945556640625","anonymous","DE","0","0","1.11","0","1",NA,NA,NA,NA,"0",NA,NA,"33","7","3","4","1","1","3","-99","2","2","-99","2","-99","8","-99","3","1",NA,"1","4","5","2","3","3","3","3","3","3","1","2","3","4","5","6","3","-99","6","-99","sdfghj","Qual2380-2904Switz",NA,"H","test3","test","0","False","163","yes",NA,NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-27 17:04:14","2019-05-27 17:12:06","0","100","471","1","2019-05-27 17:12:06","R_0jmIdhUcDA0v5Fn",NA,NA,NA,NA,"47.4239044189453125","9.3748016357421875","anonymous","DE","0","0","1.027","0","1",NA,NA,NA,NA,"0",NA,"1","51","17","2","4","1","1","2,6","-99","3","8","diesel/benzin","1,4,8","-99","0","-99","1","1","7","2","7","6","3","4","1","1","1","1","1","2","4","5","3","6","1","5,6,7","-99","1,2,4","-99","gute, schnelle umfrage die sinn gemacht hat top","Qual2380-2904Switz","5cebfc69-82f0-9a53-baa9-20e120588e63","H",NA,NA,"0","True","471",NA,"2",NA,"1",NA,"Unknown",NA,"Unknown",NA,NA,NA,NA,NA
"2019-05-27 18:29:43","2019-05-27 18:38:28","0","100","525","1","2019-05-27 18:38:28","R_oZCxEv5dtNhBY3L",NA,NA,NA,NA,"46.8217010498046875","7.1067047119140625","anonymous","FR","0","0","1.06","0","1",NA,NA,NA,NA,"0",NA,"1","25","23","4","8","1","1","1,2,3,4,5,6","-99","2","1,4","-99","1,2,3,4,5,6,8","-99","1,8,3,4,5,6","-99","7","2","6","2","4","3","5","12","5","5","5","5","4","5","4","1","2","3","6","1,3,4","-99","1,2,5","-99","C ést Trés Interesant","Qual2380-2904Switz","5cec1070-6f7f-1ee0-3d38-4b23f216e1b3","H",NA,NA,"0","True","525",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-27 18:55:54","2019-05-27 19:06:51","0","100","656","1","2019-05-27 19:06:52","R_XjFqO5Pfu4Y7dWp",NA,NA,NA,NA,"47.47900390625","8.2183990478515625","anonymous","DE","0","0","1.001","0","1",NA,NA,NA,NA,"0",NA,"0","43","1","3","9","1","1","2,6","-99","1","6","-99","0","-99","1","-99","3","1","17","1","1","6","2","1","2","3","4","4","2","1","4","2","3","5","6","1,3,4","-99","1,4,6","-99","-99","Qual2380-2904Switz","5cec1692-4251-4ac3-8ca2-c1e6cf10257c","H",NA,NA,"0",NA,"656",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-27 19:31:14","2019-05-27 19:38:34","0","100","439","1","2019-05-27 19:38:35","R_bJl652q8w3x3NVT",NA,NA,NA,NA,"47.5055999755859375","8.7241058349609375","anonymous","DE","0","0","1.023","0","1",NA,NA,NA,NA,"0",NA,"0","55","25","2","8","1","1","1,3","-99","1","4","-99","2,4,8","-99","1","-99","9","1","6","2","1","11","4","2","2","2","3","4","2","3","5","1","2","4","6","2,4,6","-99","1,2,9","Batterie besteht auch als Seltenen Erden","-99","Qual2380-2904Switz","5cec1edc-5184-9dc5-982c-e1179f882866","H",NA,NA,"0","True","439",NA,"2",NA,"1",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA
"2019-05-27 19:46:27","2019-05-27 19:51:53","0","100","326","1","2019-05-27 19:51:54","R_V4IVRakucn1pfUJ",NA,NA,NA,NA,"47.5587005615234375","8.5016937255859375","anonymous","EN-GB","0","0","1.02","0","1",NA,NA,NA,NA,"0",NA,"0","48","25","3","9","1","1","1,2,6,7","-99","1","1","-99","2,3,4","-99","1","-99","1","2","1","2","2","8","3","1","1","4","5","4","4","6","2","1","4","3","5","1,4,5","-99","3","-99","-99","Qual2380-2904Switz","5cec226d-d3cc-3628-3816-743b4b0995ce","H",NA,NA,"0","True","326",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-27 21:13:17","2019-05-27 21:18:00","0","100","283","1","2019-05-27 21:18:01","R_1JDTOPVbGW5nZzP",NA,NA,NA,NA,"46.94580078125","7.4481048583984375","anonymous","DE","0","0","1.116","0","1",NA,NA,NA,NA,"0",NA,"1","36","6","4","4","1","1","1","-99","1","8","Diesel","1","-99","1,7","Libero","8","1","2","2","9","5","3","4","3","4","4","4","3","3","4","6","2","5","1","1","-99","1,7","-99","removed: personal data","Qual2380-2904Switz","5cec36c8-35f1-2165-7e8d-fac1f5f5cf81","H",NA,NA,"0","True","283",NA,"2",NA,"1",NA,"Unknown",NA,"Unknown",NA,NA,NA,"Unknown",NA
"2019-05-27 21:52:21","2019-05-27 21:56:16","0","100","235","1","2019-05-27 21:56:16","R_1lrV4SBDHyd74xO",NA,NA,NA,NA,"46.1840057373046875","6.1024017333984375","anonymous","FR","0","0","1.054","0","1",NA,NA,NA,NA,"1","0","1","20","24","11","3","1","1","2,5","-99","3","1,3,5,7","-99","1","-99","2","-99","3","1","11","1","7","11","2","4","4","2","3","3","3","1","2","3","4","6","5","2","-99","2","-99","removed: personal data","Qual2380-2904Switz","5cec3fe8-baed-eb5b-2933-405671163ee2","H",NA,NA,"0",NA,"235",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-27 22:00:40","2019-05-27 22:04:02","0","100","202","1","2019-05-27 22:04:03","R_1oI9GE7hgfIamQ9",NA,NA,NA,NA,"51.5509033203125","9.93280029296875","anonymous","EN-GB","0","0","1.012","0","1",NA,NA,NA,NA,"0",NA,"1","29","25","3","3","1","1","2,6","-99","1","2","-99","2,3,4","-99","1,8,3","-99","4","1","2","1","4","2","4","2","4","4","3","2","4","3","5","1","4","2","6","3,4,5","-99","2,3,5","-99","-99","Qual2380-2904Switz","5cec41b9-07d7-fc64-fef8-3189be93e797","H",NA,NA,"0","True","202",NA,"2",NA,"1","geoip",NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-27 22:18:55","2019-05-27 22:25:35","0","100","399","1","2019-05-27 22:25:36","R_wToAabOMBJVpDup",NA,NA,NA,NA,"47.5583953857421875","7.57330322265625","anonymous","EN-GB","0","0","2.074","0","1",NA,NA,NA,NA,"1","0","1","31","5","2","3","1","1","2","-99","0","0","-99","2,3,4","-99","1","-99","3","1","1","1","1","-1","3","1","2","3","4","4","5","2","5","4","3","1","6","1,2,5","-99","2,6,8","-99","-99","Qual2380-2904Switz","5cec4629-4f2e-7d27-830f-87ba129b1906","H",NA,NA,"0","True","399",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-27 23:14:24","2019-05-27 23:20:34","0","100","369","1","2019-05-27 23:20:35","R_2wFg3KmN0dbgSJa",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.008","0","1",NA,NA,NA,NA,"0",NA,"1","47","25","3","-2","1","1","-1","-99","1","0","-99","9","kauf","1","-99","1","1","94","1","2","11","2","3","2","1","2","2","2","1","5","2","3","4","6","6,7","-99","1,2,6","-99","-99","Qual2380-2904Switz","5cec532a-6dc0-72a0-b715-036ccefda3ee","H",NA,NA,"0","True","369",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-28 01:59:03","2019-05-28 02:04:00","0","100","297","1","2019-05-28 02:04:01","R_2ydxzOwd7BWyqEZ",NA,NA,NA,NA,"47.36639404296875","8.554595947265625","anonymous","DE","0","0","1.036","0","1",NA,NA,NA,NA,"0",NA,"0","33","25","2","2","1","1","3","-99","1","2","-99","1,2,6","-99","1","-99","7","1","19","2","8","11","5","14","4","4","4","3","5","1","5","2","3","4","6","3,4","-99","1,2,4","-99","-99","Qual2380-2904Switz","5cec79b9-580a-a661-468e-f34b90558d2e","H",NA,NA,"0","True","297",NA,"2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-05-28 05:31:28","2019-05-28 05:34:54","0","100","206","1","2019-05-28 05:34:55","R_CjDvETQALcNyL9T",NA,NA,NA,NA,"47.1448974609375","8.1551055908203125","anonymous","EN-GB","0","0","1.142","0","1",NA,NA,NA,NA,"0",NA,"1","20","1","2","4","1","1","1,2","-99","3","2,3,7","-99","1,2","-99","8","-99","1","2","1","1","3","5","3","2","3","3","2","3","4","1","2","3","4","5","6","1,2,4","-99","1,2,3","-99","Good luck with the following","Qual2380-2904Switz","5cecab88-3c6d-12d7-14e3-9c50d26f5f69","H",NA,NA,"0","True","206",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
"2019-05-28 05:38:49","2019-05-28 05:42:56","0","100","247","1","2019-05-28 05:42:57","R_1Lnj9z52mGx25XF",NA,NA,NA,NA,"47.4239044189453125","9.3748016357421875","anonymous","FR","0","0","1.066","0","1",NA,NA,NA,NA,"0",NA,"1","32","25","3","6","1","1","3,4","-99","2","2,3","-99","1,2,4,5,7","-99","8,4,5","-99","11","1","6","1","11","11","1","15","5","5","5","5","5","3","2","5","1","4","6","3,5","-99","1,2,7","-99","Nicht","Qual2380-2904Switz","5cecad42-8334-e55e-a3c8-a1a56d1ba51b","H",NA,NA,"0","True","247",NA,"2",NA,"1",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA
